Date,Account,Inbound Message,Created Time,snTypeColumn,Associated Cases,Replied Post,Status,Account.1,Account Type,Author Name,Campaign Name,ScheduledTime,PublishedTime,Sentiment,Inbound Message Tags,Volume of Fan Messages Replied (SUM),Agent,Response Time (SUM),Inbound Message Cleaned,Replied Post Cleaned
2023-07-01,Pears Baby Sri Lanka,Super choice Best option 👌,2023-07-29 10:14:22,Facebook,6963373,"Hi ශාමලි, Thank you for your appreciation!",SENT,Pears Baby Sri Lanka,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-29 10:17:20,2023-07-29 10:17:20,Positive,,1.0,Randika Soyza,0 days 00:03:01.545000,Super choice Best option 👌,Hi ශාමලි Thank you for your appreciation
2023-07-01,Pears Baby Sri Lanka,Job vacancies thiynwd,2023-07-06 08:24:23,Facebook,6495294,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-06 11:00:02,2023-07-06 11:00:02,Neutral,,1.0,Moderation User,0 days 02:35:39.083000,Job vacancies thiynwd,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Body wash loku  බෝතල් thiyanwada,2023-07-14 21:40:11,Facebook,6676422,"Hi Dilini, Thank you for contacting Pears Baby Sri Lanka!
How can I assist you?",SENT,Pears Baby Sri Lanka,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-15 08:19:42,2023-07-15 08:19:43,Neutral,,1.0,Randika Soyza,0 days 10:39:32.914000,Body wash loku බෝතල් thiyanwada,Hi Dilini Thank you for contacting Pears Baby Sri Lanka How can I assist you
2023-07-01,Pears Baby Sri Lanka,90g dan 140 da,2023-07-04 00:20:55,Facebook,6448593,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-04 11:30:23,2023-07-04 11:30:23,Neutral,,1.0,Moderation User,0 days 11:09:28.117000,90g dan 140 da,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Mage babage skin eke දිලීර ආසාදනයක් thibuna ekata beheth gatta ekata adu una.. tv add eka dakala pears baby kolapaata soap eka use kara godakma hodai eka dan poddakwth na babage😍,2023-07-27 00:55:51,Facebook,6917022,Thank you for sharing your details with us.!,SENT,Pears Baby Sri Lanka,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-07-27 00:57:45,2023-07-27 00:57:46,Neutral,,1.0,Nethmi Kudahetty,0 days 00:01:55.166000,Mage babage skin eke දිලීර ආසාදනයක් thibuna ekata beheth gatta ekata adu una tv add eka dakala pears baby kolapaata soap eka use kara godakma hodai eka dan poddakwth na babage😍,Thank you for sharing your details with us
2023-07-01,Pears Baby Sri Lanka,"Pasindu Dilshan
0767656797 (Mobile/Whatsapp)",2023-07-08 21:39:51,Facebook,6554946,"Hi Dhanoja, Pears Baby Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
දැනට ජයග්‍රාහකයින් ප්‍රකාශයට පත් කර නොමැති බව කරුණාවෙන් සලකන්න. ජයග්‍රාහකයින් ප්‍රකාශයට පත් කළ විගස අපි ඔබට දන්වන්නම්.
අප සමඟ රැඳී සිටින්න!",SENT,Pears Baby Sri Lanka,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-09 09:16:43,2023-07-09 09:16:44,Neutral,,1.0,Chamini Madhushika,0 days 11:36:53.808000,Pasindu Dilshan 0767656797 MobileWhatsapp,Hi Dhanoja Pears Baby Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි දැනට ජයග්රාහකයින් ප්රකාශයට පත් කර නොමැති බව කරුණාවෙන් සලකන්න ජයග්රාහකයින් ප්රකාශයට පත් කළ විගස අපි ඔබට දන්වන්නම් අප සමඟ රැඳී සිටින්න
2023-07-01,Pears Baby Sri Lanka,Vistharayak hoyagnn bari una nisai ahuwe. Karadarayak una nm samawenna,2023-07-23 08:29:55,Facebook,6835449,"ඔබට අවශ්‍ය ඔබගේ ප්‍රියතම pears නිෂ්පාදන නිවසටම ගෙන්වා ගැනීම සඳහා අපගේ Ustore.lk (http://bit.ly/2IcSu0V) වෙබ් අඩවිය වෙත අදම පිවිසෙන්න.
",SENT,Pears Baby Sri Lanka,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-23 08:35:08,2023-07-23 08:35:09,Neutral,,1.0,Chamini Madhushika,0 days 00:05:14.254000,Vistharayak hoyagnn bari una nisai ahuwe Karadarayak una nm samawenna,ඔබට අවශ්ය ඔබගේ ප්රියතම pears නිෂ්පාදන නිවසටම ගෙන්වා ගැනීම සඳහා අපගේ Ustorelk httpbitly2IcSu0V වෙබ් අඩවිය වෙත අදම පිවිසෙන්න
2023-07-01,Pears Baby Sri Lanka,Mata baby saban 10i ordicolong 1 baby cream ekai one venival and turmaric,2023-07-04 07:32:12,Facebook,6444816,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-04 08:11:34,2023-07-04 08:11:34,Positive,,1.0,Moderation User,0 days 00:39:22.137000,Mata baby saban 10i ordicolong 1 baby cream ekai one venival and turmaric,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Oyl gw set monwd thiyenn,2023-07-30 13:03:31,Facebook,6980681,You're welcome Sir. Thank you for your message. We are glad to hear that you received your gift. Have a nice day.,SENT,Pears Baby Sri Lanka,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-30 13:12:54,2023-07-30 13:12:55,Positive,,1.0,Randika Soyza,0 days 00:09:24.680000,Oyl gw set monwd thiyenn,Youre welcome Sir Thank you for your message We are glad to hear that you received your gift Have a nice day
2023-07-01,Pears Baby Sri Lanka,Received my gift 🎁.  Thanks pears.,2023-07-07 14:54:34,Facebook,6521489,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-07 15:04:07,2023-07-07 15:04:07,Neutral,,1.0,Moderation User,0 days 00:09:33.665000,Received my gift 🎁 Thanks pears,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Ane Sry a post aka kalin daala thibba akak man date baluwe dan,2023-07-22 09:56:15,Facebook,6835449,"Hi Senali, Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔව්, අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්‍රියාත්මක වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ. අවම ඇණවුම් වටිනාකම රුපියල් 800කට නොඅඩු විය යුතු බව කරුණාවෙන් සලකන්න.",SENT,Pears Baby Sri Lanka,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-23 08:02:23,2023-07-23 08:02:24,Neutral,,1.0,Chamini Madhushika,0 days 22:06:09,Ane Sry a post aka kalin daala thibba akak man date baluwe dan,Hi Senali Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔව් අපගේ බෙදාහැරීම් සේවාවන් දිවයින පුරා ක්රියාත්මක වන අතර බෙදාහැරීම් ගාස්තු අය නොකෙරේ අවම ඇණවුම් වටිනාකම රුපියල් 800කට නොඅඩු විය යුතු බව කරුණාවෙන් සලකන්න
2023-07-01,Pears Baby Sri Lanka,Oyala delivery karanwda saban ehema online,2023-07-27 11:36:56,Facebook,6902464,"நீங்கள் Pears Pure மற்றும் Gentle Baby Cologne 100ml ஐ ரூ.575/-க்கும், Pears Pure மற்றும் ஜென்டில் பேபி கிரீம் 100ml ஐ ரூ.360/-க்கும் வாங்கலாம். நீங்கள் வாங்க விரும்பினால், எங்கள் வலைத்தளமான Ustore.lk ஐப் பார்வையிடவும் (https://www.ustore.lk/collections/pears) உங்களைப் பதிவுசெய்து ஆர்டர் செய்யுங்கள்.",SENT,Pears Baby Sri Lanka,FBPAGE,Aldeen Sathyanathan,Reactive Engagement (Unilever),2023-07-27 14:00:02,2023-07-27 14:00:03,Neutral,,1.0,Aldeen Sathyanathan,0 days 02:23:07.478000,Oyala delivery karanwda saban ehema online,நீங்கள் Pears Pure மற்றும் Gentle Baby Cologne 100ml ஐ ரூ575க்கும் Pears Pure மற்றும் ஜென்டில் பேபி கிரீம் 100ml ஐ ரூ360க்கும் வாங்கலாம் நீங்கள் வாங்க விரும்பினால் எங்கள் வலைத்தளமான Ustorelk ஐப் பார்வையிடவும் httpswwwustorelkcollectionspears உங்களைப் பதிவுசெய்து ஆர்டர் செய்யுங்கள்
2023-07-01,Pears Baby Sri Lanka,"Pears Cologne 100 ml  2 
   Pears cream 1 m delivery pannuvengala",2023-07-06 22:53:26,Facebook,6509833,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-07 07:12:12,2023-07-07 07:12:12,Neutral,,1.0,Moderation User,0 days 08:18:46.538000,Pears Cologne 100 ml 2 Pears cream 1 m delivery pannuvengala,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Colonge ehema aduwata ganna puluwanda,2023-07-04 09:22:49,Facebook,6454378,We appreciate you taking the time to enter our contest. ,SENT,Pears Baby Sri Lanka,FBPAGE,Aldeen Sathyanathan,Reactive Engagement (Unilever),2023-07-06 11:46:11,2023-07-06 11:46:12,Neutral,,1.0,Aldeen Sathyanathan,2 days 02:23:23.171000,Colonge ehema aduwata ganna puluwanda,We appreciate you taking the time to enter our contest
2023-07-01,Pears Baby Sri Lanka,Kata 2ma 280,2023-07-04 13:11:32,Facebook,6457945,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-04 13:34:54,2023-07-04 13:34:54,Neutral,,1.0,Moderation User,0 days 00:23:22.368000,Kata 2ma 280,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Pears mage babala 3n denatama pawichchi karanne   pears krim wagema aneth siyaluma dewal babalata godak hodai apata godak ea gena sathutui,2023-07-05 21:49:27,Facebook,6451689,Thank You for taking your time to participating in our competition.,SENT,Pears Baby Sri Lanka,FBPAGE,Aldeen Sathyanathan,Reactive Engagement (Unilever),2023-07-09 11:16:01,2023-07-09 11:16:02,Neutral,,1.0,Aldeen Sathyanathan,3 days 13:26:35.921000,Pears mage babala 3n denatama pawichchi karanne pears krim wagema aneth siyaluma dewal babalata godak hodai apata godak ea gena sathutui,Thank You for taking your time to participating in our competition
2023-07-01,Pears Baby Sri Lanka,Bedtime baby soap,2023-07-20 23:02:57,Facebook,6807038,"Hi Upesha, Thank you for contacting Pears Baby Sri Lanka!
We can recommend you to use the Pears Happy Hero Baby Cologne.",SENT,Pears Baby Sri Lanka,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-21 09:24:25,2023-07-21 09:24:26,Neutral,,1.0,Chamini Madhushika,0 days 10:21:29.509000,Bedtime baby soap,Hi Upesha Thank you for contacting Pears Baby Sri Lanka We can recommend you to use the Pears Happy Hero Baby Cologne
2023-07-01,Pears Baby Sri Lanka,What is the most suitable one for baby boys?,2023-07-01 06:27:31,Facebook,6402890,"Hi Amali, Thank you for contacting Pears Sri Lanka
Here's a chance to win your little one's favorite Pears products!
Click the link below and join the ""Pears gift bag"" contest and win valuable Pears Gift Packs.

Link - https://forms.office.com/pages/responsepage.aspx?id=u-HLhj8hcUKxdL1Z0DyHo9ZjPYOO8iVDpY-9V1EI6wVUQjJVREQ1RzQyNjJaV0s5VVhIUFMxUEpISS4u

A gift bag full of Pears products worth 10 selected winners!
Contest ends on July 28.

T&C Apply
Contest Terms: https://bit.ly/3pjNuRx",SENT,Pears Baby Sri Lanka,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-01 09:45:28,2023-07-01 09:45:29,Neutral,,1.0,Randika Soyza,0 days 03:17:58.375000,What is the most suitable one for baby boys,Hi Amali Thank you for contacting Pears Sri Lanka Heres a chance to win your little ones favorite Pears products Click the link below and join the Pears gift bag contest and win valuable Pears Gift Packs Link httpsformsofficecompagesresponsepageaspxiduHLhj8hcUKxdL1Z0DyHo9ZjPYOO8iVDpY9V1EI6wVUQjJVREQ1RzQyNjJaV0s5VVhIUFMxUEpISS4u A gift bag full of Pears products worth 10 selected winners Contest ends on July 28 TC Apply Contest Terms httpsbitly3pjNuRx
2023-07-01,Pears Baby Sri Lanka,How to participate for the free gift pack,2023-07-26 17:36:23,Facebook,6917022,"Hi Pasindu, Thank you for contacting Pears Sri Lanka!  
It would be very helpful if you could provide us with your contact details to assist further with your concern.",SENT,Pears Baby Sri Lanka,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-07-27 00:46:01,2023-07-27 00:46:02,Neutral,,1.0,Nethmi Kudahetty,0 days 07:09:39.872000,How to participate for the free gift pack,Hi Pasindu Thank you for contacting Pears Sri Lanka It would be very helpful if you could provide us with your contact details to assist further with your concern
2023-07-01,Pears Baby Sri Lanka,Pears baby soap wholesale price plz,2023-07-06 14:34:58,Facebook,6404186,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-06 15:00:56,2023-07-06 15:00:56,Neutral,,1.0,Moderation User,0 days 00:25:58.809000,Pears baby soap wholesale price plz,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Oyala pregnant Ammalata gift pack denawada?,2023-07-18 16:41:12,Facebook,6753071,"Hi Thathsara, Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි!
සමාවෙන්න, එවැනි දීමනාවක් නොමැති බව කරුණාවෙන් සලකන්න.
දැනට ඔබට ලබා ගත හැකි දීමනා සහ වට්ටම් සහිත Pears නිෂ්පාදන පිළිබඳව දැන ගැනීමට https://ustore.lk/collections/pears වෙත පිවිසෙන්න.",SENT,Pears Baby Sri Lanka,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-07-18 19:09:57,2023-07-18 19:09:58,Neutral,availability query,1.0,Nethmi Kudahetty,0 days 02:28:46.270000,Oyala pregnant Ammalata gift pack denawada,Hi Thathsara Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි සමාවෙන්න එවැනි දීමනාවක් නොමැති බව කරුණාවෙන් සලකන්න දැනට ඔබට ලබා ගත හැකි දීමනා සහ වට්ටම් සහිත Pears නිෂ්පාදන පිළිබඳව දැන ගැනීමට httpsustorelkcollectionspears වෙත පිවිසෙන්න
2023-07-01,Pears Baby Sri Lanka,Oyala pregnant Ammalata gift pack denawada?,2023-07-07 06:40:06,Facebook,6450661,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-07 07:08:18,2023-07-07 07:08:18,Neutral,,1.0,Moderation User,0 days 00:28:12.826000,Oyala pregnant Ammalata gift pack denawada,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Pears Baby Sri Lanka,Active floral baby soap,2023-07-30 12:30:31,Facebook,6980209,"Hi Ñípúñï, Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට අප නිෂ්පාදන පිළිබඳව ඇති උනන්දුව අප අගය කරන අතර මේ සම්බන්ධයෙන් වැඩිදුරටත් සහය වීම සඳහා අපගේ පාරිභෝගික සේවා අංශය වන 1323 ( ගාස්තු රහිතයි ) හෝ  077 700 2 700 යන අංකය වෙත කෙටි පණිවුඩයක් හෝ WhatsApp පණිවුඩයක් යොමු කරන්න.",SENT,Pears Baby Sri Lanka,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-30 12:37:23,2023-07-30 12:37:24,Neutral,,1.0,Randika Soyza,0 days 00:06:53.455000,Active floral baby soap,Hi Ñípúñï Pears Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට අප නිෂ්පාදන පිළිබඳව ඇති උනන්දුව අප අගය කරන අතර මේ සම්බන්ධයෙන් වැඩිදුරටත් සහය වීම සඳහා අපගේ පාරිභෝගික සේවා අංශය වන 1323 ගාස්තු රහිතයි හෝ 077 700 2 700 යන අංකය වෙත කෙටි පණිවුඩයක් හෝ WhatsApp පණිවුඩයක් යොමු කරන්න
2023-07-01,Pears Baby Sri Lanka,Ethakota 2ma 280 ne,2023-07-04 23:56:57,Facebook,6467574,"Thanks for the love, Pichcha 💙 ",SENT,Pears Baby Sri Lanka,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-05 13:28:43,2023-07-05 13:28:44,Positive,,1.0,Chamini Madhushika,0 days 13:31:47.381000,Ethakota 2ma 280 ne,Thanks for the love Pichcha 💙
2023-07-01,Pears Baby Sri Lanka,I&#39;m interested in this post – https://facebook.com/552717161438495/posts/669858945186379,2023-07-04 10:56:50,Facebook,6455895,"Thank you for taking the time to contact the Consumer Engagement Centre

In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link.   

Click Here: %%[message__c_617bad9b5b7cd6357aed6a44:CRM NPS Survey URL]
Kind regards, 

Unilever Consumer Engagement Team",SENT,Pears Baby Sri Lanka,FBPAGE,Moderation User,Customer Care (Unilever),2023-07-04 13:55:07,2023-07-04 13:55:07,Neutral,,1.0,Moderation User,0 days 02:58:17.922000,Im interested in this post httpsfacebookcom552717161438495posts669858945186379,Thank you for taking the time to contact the Consumer Engagement Centre In order for us to continuously improve our service please could you complete our short Consumer Satisfaction Survey by clicking on the following link Click Here Kind regards Unilever Consumer Engagement Team
2023-07-01,Close Up Sri Lanka Facebook,Kohomada tharageta athulath wenne,2023-07-14 11:37:30,Facebook,6664352,Thank you for taking your time to participate in our competition.,SENT,Close Up Sri Lanka Facebook,FBPAGE,Aldeen Sathyanathan,Reactive Engagement (Unilever),2023-07-14 12:47:46,2023-07-14 12:47:47,Neutral,,1.0,Aldeen Sathyanathan,0 days 01:10:17.072000,Kohomada tharageta athulath wenne,Thank you for taking your time to participate in our competition
2023-07-01,Close Up Sri Lanka Facebook,Hi Oyalage marketing manager ge contact number ekak tiyenam ewanawada,2023-07-09 16:04:14,Facebook,6568007,"Hello Sachira, Thank you for contacting Close Up Sri Lanka!
Please send us your request on our email consumercare.usl@unilever.com. We will direct it to the relevant teams. ",SENT,Close Up Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-09 16:16:43,2023-07-09 16:16:44,Neutral,,1.0,Chamini Madhushika,0 days 00:12:30.141000,Hi Oyalage marketing manager ge contact number ekak tiyenam ewanawada,Hello Sachira Thank you for contacting Close Up Sri Lanka Please send us your request on our email consumercareuslunilevercom We will direct it to the relevant teams
2023-07-01,Close Up Sri Lanka Facebook,If u can send ur contact no or email i can send the marketing proposal . Thank you !!!,2023-07-03 21:30:11,Facebook,6444476,"Hi Mishell, Thank you for contacting Close Up Sri Lanka!
How can I assist you?",SENT,Close Up Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-04 06:59:32,2023-07-04 06:59:33,Neutral,promotion entry,1.0,Chamini Madhushika,0 days 09:29:22.301000,If u can send ur contact no or email i can send the marketing proposal Thank you,Hi Mishell Thank you for contacting Close Up Sri Lanka How can I assist you
2023-07-01,Close Up Sri Lanka Facebook,How much is it?,2023-07-08 20:01:00,Facebook,6553291,"Hi App Lucky, Thank you for contacting Close Up Sri Lanka!
How can I assist you?",SENT,Close Up Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-09 08:21:14,2023-07-09 08:21:15,Neutral,,1.0,Chamini Madhushika,0 days 12:20:15.132000,How much is it,Hi App Lucky Thank you for contacting Close Up Sri Lanka How can I assist you
2023-07-01,TRESemmé Sri Lanka Facebook,Normal hair ekata hodada,2023-07-02 13:38:00,Facebook,6422022,"Hi Pamali, You can purchase Tresemme Keratin Smooth Shampoo 185ml for Rs.2,100/- and Tresemme Keratin Smooth Conditioner 190ml for Rs.2,100/-. If you wish to purchase, Please visit our website Ustore.lk (https://ustore.lk/collections/Tresemme) to register yourself and place the order. If not we can assist you in placing your order. Can you please inbox us your details as given below?
Name:
Address:
District:
Contact Number :",SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-02 13:41:52,2023-07-02 13:41:52,Neutral,,1.0,Chamini Madhushika,0 days 00:03:55.003000,Normal hair ekata hodada,Hi Pamali You can purchase Tresemme Keratin Smooth Shampoo 185ml for Rs2100 and Tresemme Keratin Smooth Conditioner 190ml for Rs2100 If you wish to purchase Please visit our website Ustorelk httpsustorelkcollectionsTresemme to register yourself and place the order If not we can assist you in placing your order Can you please inbox us your details as given below Name Address District Contact Number
2023-07-01,TRESemmé Sri Lanka Facebook,That very true best shampoo,2023-07-07 13:41:19,Facebook,6524015,Thank you Nilanthi for your feedback. ,SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-07 14:43:41,2023-07-07 14:43:41,Positive,,1.0,Chamini Madhushika,0 days 01:02:25.163000,That very true best shampoo,Thank you Nilanthi for your feedback
2023-07-01,TRESemmé Sri Lanka Facebook,Good this podects,2023-07-01 15:03:58,Facebook,6409420,"We're looking forward to seeing you there, Hiru :)",SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-01 15:08:10,2023-07-01 15:08:12,Positive,,1.0,Randika Soyza,0 days 00:04:14.887000,Good this podects,Were looking forward to seeing you there Hiru
2023-07-01,TRESemmé Sri Lanka Facebook,Awesome ❤️ 😍 best product,2023-07-13 15:23:34,Facebook,6646711,"Hi Ilma, Thank you for your appreciation!",SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-13 15:28:06,2023-07-13 15:28:09,Positive,,1.0,Chamini Madhushika,0 days 00:04:35.232000,Awesome ❤ 😍 best product,Hi Ilma Thank you for your appreciation
2023-07-01,TRESemmé Sri Lanka Facebook,E deke price kiyada?,2023-07-01 20:38:16,Facebook,6412526,Please visit our website Ustore.lk (https://www.ustore.lk/collections/tresemme) to check about the available products and prices.,SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Nethmi Kudahetty,Customer Care (Unilever),2023-07-01 21:08:27,2023-07-01 21:08:28,Neutral,availability of product,1.0,Nethmi Kudahetty,0 days 00:30:12.473000,E deke price kiyada,Please visit our website Ustorelk httpswwwustorelkcollectionstresemme to check about the available products and prices
2023-07-01,TRESemmé Sri Lanka Facebook,"I don&#39;t know correctly about this products, I want to know details about this",2023-07-27 15:11:28,Facebook,6932660,"Hi Geethmi, TRESemmé Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
TRESemmé Sri Lanka original නිෂ්පාදන වල Unilever ලාංඡනය , පාරිභෝගික සේවා ක්ෂණික ඇමතුම් අංකය ලෙස  1323 සහ Unilever Sri Lanka ලෙස සඳහන් වී තිබිය යුතුය.",SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Chamini Madhushika,Customer Care (Unilever),2023-07-27 15:48:26,2023-07-27 15:48:26,Neutral,,1.0,Chamini Madhushika,0 days 00:36:58.904000,I dont know correctly about this products I want to know details about this,Hi Geethmi TRESemmé Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි TRESemmé Sri Lanka original නිෂ්පාදන වල Unilever ලාංඡනය පාරිභෝගික සේවා ක්ෂණික ඇමතුම් අංකය ලෙස 1323 සහ Unilever Sri Lanka ලෙස සඳහන් වී තිබිය යුතුය
2023-07-01,TRESemmé Sri Lanka Facebook,"Mewage fake ewat markert eke tiyenawada ,ehemanm kohomada hariyatama denaganne original eka  gena",2023-07-06 12:53:38,Facebook,6499194,"Hi M P Lakmini, TRESemmé Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි! 
ඔබට Tresemme Botanique Nourish and Replenishment Shampoo සහ Tresemme Botanique Nourish and Replenishment Conditioner එක නිර්දේශ කළ හැකිය.",SENT,TRESemmé Sri Lanka Facebook,FBPAGE,Randika Soyza,Customer Care (Unilever),2023-07-06 14:34:11,2023-07-06 14:34:12,Neutral,,1.0,Randika Soyza,0 days 01:40:34.599000,Mewage fake ewat markert eke tiyenawada ehemanm kohomada hariyatama denaganne original eka gena,Hi M P Lakmini TRESemmé Sri Lanka සමඟ සම්බන්ධ වුවාට ස්තූතියි ඔබට Tresemme Botanique Nourish and Replenishment Shampoo සහ Tresemme Botanique Nourish and Replenishment Conditioner එක නිර්දේශ කළ හැකිය
